ID	Title	Short name	Biological organization
1048	Increased, secretion of leutenizing hormone	Increased, secretion of leutenizing hormone	
1049	Increased, secrection of FSH from anterior pituitary	Increased, secrection of FSH from anterior pituitary	Cellular
1050	Increased, secretion of LH from anterior pituitary	Increased, secretion of LH from anterior pituitary	Cellular
1051	Hyperplasia, ovarian stromal cells	Hyperplasia, ovarian stromal cells	Cellular
1052	Hyperplasia, ovarian epithelium	Hyperplasia, ovarian epithelium	Tissue
1053	Promotion, ovarian adenomas	Promotion, ovarian adenomas	Tissue
1054	Promotion, ovarian granular cell tumors	Promotion, ovarian granular cell tumors	Cellular
1055	Decreased, Reduced estradiol in circulation decreases estrogen concentration at hypothalamus	Decreased, Reduced estradiol in circulation decreases estrogen concentration at hypothalamu	
1056	Decrease, E2 blood concentrations at hypothalamus	Decrease, E2 blood concentrations at hypothalamus	Tissue
1057	Increased, PPAR-alpha activation	Increased, PPAR-alpha activation	Molecular
1058	Decreased, bile flow	Decreased, bile flow	Organ
1059	Increased, cholestasis	Increased, cholestasis	Organ
1060	Alteration, lipid metabolism	Alteration, lipid metabolism	Cellular
1061	prolonged, elevation of serun CCK	prolonged, elevation of serun CCK	Tissue
1062	Increased, Cellular proliferation / hyperplasia of acinar cells	Increased, Cellular proliferation / hyperplasia of acinar cells	Cellular
1063	Increased, Pancreatic acinar tumors	Increased, Pancreatic acinar tumors	Organ
1064	prepubertal increase, Estrogen receptor (ER) activity	prepubertal increase, Estrogen receptor (ER) activity	Molecular
1065	Activation, estrogen receptor alpha	Activation, estrogen receptor alpha	Molecular
1066	Promotion, SIX-1 postive basal-type progenitor cells	Promotion, SIX-1 postive basal-type progenitor cells	Cellular
1067	Proliferation/Clonal Expansion, aberrant basal cells	Proliferation/Clonal Expansion, aberrant basal cells	Cellular
1068	squamous metaplasia, aberrant basal cells	squamous metaplasia, aberrant basal cells	Tissue
1069	Increased, Hyperplasia (glandular epithelial cells of endometrium)	Increased, Hyperplasia (glandular epithelial cells of endometrium)	Cellular
1070	Increased, adenosquamous carcinomas of endometrium	Increased, adenosquamous carcinomas of endometrium	Tissue
1071	Decreased, GnRH pulsatility/release in hypothalamus	Decreased, GnRH pulsatility/release in hypothalamus	Cellular
1072	Decreased, LH Surge from anterior pituitary	Decreased, LH Surge from anterior pituitary	Cellular
1073	anovulation, 	anovulation,	
1074	interruption, Ovulation	interruption, Ovulation	Individual
1075	prolonged, estrus	prolonged, estrus	Individual
1076	Increased, circulating estrogen levels	Increased, circulating estrogen levels	Organ
1077	Increased, prolactin exposure	Increased, prolactin exposure	Tissue
1078	Hyperplasia, Mammary gland	Hyperplasia, Mammary gland	Tissue
1079	Increased, Adenomas/carcinomas (mammary)	Increased, Adenomas/carcinomas (mammary)	Tissue
1080	Increased, latency period	Increased, latency period	Individual
1081	Increased, lactotroph hyperplasia and hypertrophy	Increased, lactotroph hyperplasia and hypertrophy	Cellular
1082	Increased, adenomas (pituitary)	Increased, adenomas (pituitary)	Tissue
1083	Decreased, Dopaminergic activity	Decreased, Dopaminergic activity	Cellular
1084	Increased, prolactin secretion	Increased, prolactin secretion	Tissue
1085	Increased, hyperplasia (mammary gland)	Increased, hyperplasia (mammary gland)	Tissue
1086	persistent, cytotoxicity (pleura or peritoneum)	persistent, cytotoxicity (pleura or peritoneum)	Cellular
1087	Increased, inflammation	Increased, inflammation	Cellular
1088	Increased, Oxidative Stress	Increased, Oxidative Stress	Cellular
1089	Increased, Cell Proliferation (mesothelium)	Increased, Cell Proliferation (mesothelium)	Cellular
1090	Increased, mesotheliomas	Increased, mesotheliomas	Tissue
1091	Physical and/or chemical interaction with cellular components, 	Physical and/or chemical interaction with cellular components,	
1092	Pulmonary Fibrosis, 	Pulmonary Fibrosis,	
1093	Decreased, Thyroxine (T4) in tissues	Decreased, Thyroxine (T4) in tissues	Tissue
1094	, hyperuricemia	, hyperuricemia	
1095	hyperuricemia, 	hyperuricemia,	
1096	Increased, blood uric acid concentration	Increased, blood uric acid concentration	Tissue
1097	Occurrence, renal proximal tubular necrosis	Occurrence, renal proximal tubular necrosis	Tissue
1098	Increased, blood potassium concentration	Increased, blood potassium concentration	Tissue
1099	Increased, mortality 2	Increased, mortality 2	
1100	Occurrence, cardiac arrthymia	Occurrence, cardiac arrthymia	
1101	Altered, Amphibian metamorphosis	Altered, Amphibian metamorphosis	Organ
1102	Occurrence, tophi (urate) deposition	Occurrence, tophi (urate) deposition	Tissue
1103	Inhibition, Cyclooxygenase 1 activity	Inhibition, Cyclooxygenase 1 activity	Molecular
1104	Decreased, Prostaglandin F2alpha concentration, plasma 	Decreased, Prostaglandin F2alpha concentration, plasma	Tissue
1105	Occurrence, renal ischemia	Occurrence, renal ischemia	Tissue
1106	Occurrence, cardiac arrhythmia	Occurrence, cardiac arrhythmia	Organ
1107	Weakened, Colony	Weakened, Colony	Population
1108	Abnormal, Role change within caste	Abnormal, Role change within caste	Population
1109	Increased, Deformed Wing Virus levels	Increased, Deformed Wing Virus levels	Individual
1110	Increased, Energetic demands and therefore metabolic stress	Increased, Energetic demands and therefore metabolic stress	Individual
1111	weaj, 	weaj,	
1112	Occurrence, Oxidative Stress	Occurrence, Oxidative Stress	
1113	Unknown, 	Unknown,	
1114	Unknown, MIE	Unknown, MIE	Molecular
1115	Increased, Reactive oxygen species	Increased, Reactive oxygen species	Cellular
1116	Decreased, Triiodothyronine (T3) in tissues	Decreased, Triiodothyronine (T3) in tissues	Tissue
1117	Irreversible inhibition of VKOR by binding at tyrosine 139, 	Irreversible inhibition of VKOR by binding at tyrosine 139,	
1118	Irreversible inhibition of VKOR by binding of AR at tyrosine 139, Failure to cycle vitamin K epoxide to vitamin K to form vitamin K hydroquinone	Irreversible inhibition of VKOR by binding of AR at tyrosine 139, Failure to cycle vitamin	
1119	Failure in gamma-glutamyl carboxylation of glutamine residues on clotting factors II, VII, IX and X, Under carboxylation of clotting factors (e.g., des-gamma-carboxy prothrombin) 	Failure in gamma-glutamyl carboxylation of glutamine residues on clotting factors II, VII,	
1120	Under carboxylated clotting factors will not assemble on cell surfaces , Failure to form clot	Under carboxylated clotting factors will not assemble on cell surfaces , Failure to form cl	
1121	Hemorrhage , organ dysfunction, hypovolemic shock	Hemorrhage , organ dysfunction, hypovolemic shock	
1122	Under carboxylated clotting factors will not assemble on cell surfaces to form clot, Failure of secondary hemostasis 	Under carboxylated clotting factors will not assemble on cell surfaces to form clot, Failur	Tissue
1123	Hemorrhage, organ dysfunction, hypovolemic shock, Impaired oxygen delivery to tissue	Hemorrhage, organ dysfunction, hypovolemic shock, Impaired oxygen delivery to tissue	
1124	Hemorrhage , Impaired oxygen delivery and nutrient delivery to tissue, impaired carbon dioxide and waste product removal	Hemorrhage , Impaired oxygen delivery and nutrient delivery to tissue, impaired carbon diox	
1125	Impaired oxygen and nutrient delivery to tissue, impaired removal of carbon dioxide and other waste products, Hemorrhage, organ dysfunction and hypovolemic shock 	Impaired oxygen and nutrient delivery to tissue, impaired removal of carbon dioxide and oth	
1126	Unresolved blood loss, Failure in vascular repair mechanisms 	Unresolved blood loss, Failure in vascular repair mechanisms	
1127	Anemia, Impaired oxygen and nutrient delivery to tissue, impaired carbon dioxide and waste product removal	Anemia, Impaired oxygen and nutrient delivery to tissue, impaired carbon dioxide and waste	
1128	Unresolved hemorrhage, Failure in vascular repair mechanisms 	Unresolved hemorrhage, Failure in vascular repair mechanisms	
1129	Unresolved blood loss (hemorrhage), Failure in vascular repair mechanisms 	Unresolved blood loss (hemorrhage), Failure in vascular repair mechanisms	
1130	Failure in vascular repair mechanisms, Unresolved blood loss (hemorrhage)	Failure in vascular repair mechanisms, Unresolved blood loss (hemorrhage)	Organ
1131	Failure in gamma-glutamyl carboxylation of clotting factors II, VII, IX and X, Under carboxylation of clotting factors (e.g., des-gamma-carboxy prothrombin) 	Failure in gamma-glutamyl carboxylation of clotting factors II, VII, IX and X, Under carbo	Molecular
1132	Blood loss and development of anemia, Impaired oxygen delivery and nutrient delivery to tissue, impaired carbon dioxide and waste product removal	Blood loss and development of anemia, Impaired oxygen delivery and nutrient delivery to tis	Cellular
1133	Hemostasis, Depletion from blood of fully functional carboxylated clotting factors	Hemostasis, Depletion from blood of fully functional carboxylated clotting factors	Tissue
1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle vitamin K epoxide to vitamin K to form vitamin K hydroquinone	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	Molecular
1135	Reduced fitness or even mortality, Acidosis, hypovolemic shock and organ dysfunction	Reduced fitness or even mortality, Acidosis, hypovolemic shock and organ dysfunction	Tissue
1136	Impaired recruitment , Population trajectory	Impaired recruitment , Population trajectory	Population
1137	Under carboxylation of osteocalcin, Failure to cycle vitamin K epoxide to vitamin K to form vitamin K hydroquinone	Under carboxylation of osteocalcin, Failure to cycle vitamin K epoxide to vitamin K to form	
1138	Uncoupling of oxidative phosphorylation, Reduced ability to generate ATP	Uncoupling of oxidative phosphorylation, Reduced ability to generate ATP	Molecular
1139	Increased, water retention in foot	Increased, water retention in foot	Organ
1140	Delayed, Sexual maturity	Delayed, Sexual maturity	Individual
1141	Decreased, Reproductive Success	Decreased, Reproductive Success	Individual
1142	Increased, valve movement	Increased, valve movement	Tissue
1143	Depletion, energy reserves	Depletion, energy reserves	Individual
1144	premature, spawning 1 1	premature, spawning 1	
1145	Decreased, gametogenesis	Decreased, gametogenesis	
1146	premature, Spawning 	premature, Spawning	Individual
1147	increased or inappropriate, mantel display	increased or inappropriate, mantel display	Individual
1148	Anticoagulant rodenticide interferes with gamma-carboxyglutamate formation, Inhibition of protein synthesis in bone	Anticoagulant rodenticide interferes with gamma-carboxyglutamate formation, Inhibition of p	
1149	Calcium cannot bind to the hydroxyapatite matrix of bone, Osteocalcin and other bone proteins (periostin, MGP and periostin like factor) not formed 	Calcium cannot bind to the hydroxyapatite matrix of bone, Osteocalcin and other bone protei	
1150	Uncarboxylated osteocalcin not incorporated into bone matrix, decreasing bone strength, Impaired function of osteocalcin and MGP	Uncarboxylated osteocalcin not incorporated into bone matrix, decreasing bone strength, Imp	
1151	Osteoporosis and vascular calcification, Bone deterioration	Osteoporosis and vascular calcification, Bone deterioration	Individual
1152	Inhibition, Iodotyrosine deiodinase (IYD)	Inhibition, Iodotyrosine deiodinase (IYD)	Molecular
1153	Inhibition, Deiodinase 3	Inhibition, Deiodinase 3	Molecular
1154	Increased, Triiodothyronine (T3) in tissues	Increased, Triiodothyronine (T3) in tissues	Tissue
1155	Inhibition, Pendrin	Inhibition, Pendrin	Molecular
1156	Inhibition, Dual oxidase	Inhibition, Dual oxidase	Molecular
1157	Activation, Hepatic nuclear receptor(s)	Activation, Hepatic nuclear receptor(s)	Molecular
1158	Increased, Hepatic thyroid hormone uptake/transport	Increased, Hepatic thyroid hormone uptake/transport	Tissue
1159	"Increased, reuptake of 5-HT (5-hydroxytryptamine transporter; sodium-dependent serotonin transporter"	"Increased, reuptake of 5-HT (5-hydroxytryptamine transporter; sodium-dependent serotonin tr"	
1160	Increased, mantel display	Increased, mantel display	Individual
1161	Increased, oocyte maturation	Increased, oocyte maturation	Organ
1162	Increased, cilia movement	Increased, cilia movement	Cellular
1163	Increased, Reproductive Success	Increased, Reproductive Success	Individual
1164	Increased, Population	Increased, Population	Population
1165	Vitamin K inhibition, gamma-carboxylation of glutamate to Gla residues reduced in bone proteins e.g., periostin 	Vitamin K inhibition, gamma-carboxylation of glutamate to Gla residues reduced in bone prot	
1166	Increased, water pumping	Increased, water pumping	Tissue
1167	induced, parturition	induced, parturition	Individual
1168	Undercarboxylation of osteocalcin , Affects bone formation (osteoblast-osteoclast interaction, bone resorption) and glucose and lipid hoemostasis	Undercarboxylation of osteocalcin , Affects bone formation (osteoblast-osteoclast interacti	
1169	Anticoagulant rodenticide interferes with carboxylation of Gla proteins in bone, Impairment of post-translational modification (carboxylation) of osteocalcin	Anticoagulant rodenticide interferes with carboxylation of Gla proteins in bone, Impairment	Molecular
1170	modulation, Genes/proteins that regulate hepatocyte fate	modulation, Genes/proteins that regulate hepatocyte fate	Cellular
1171	Increase, Clonal Expansion / Cell Proliferatin to form Pre-Neoplastic Altered Hepatic Foci	Increase, Clonal Expansion / Cell Proliferatin to form Pre-Neoplastic Altered Hepatic Foci	Cellular
1172	Increase activation, Nuclear factor kappa B (NF-kB)	Increase activation, Nuclear factor kappa B (NF-kB)	Molecular
1173	Increase, Peroxisomal Fatty Acid Beta Oxidation of Fatty Acids	Increase, Peroxisomal Fatty Acid Beta Oxidation of Fatty Acids	Molecular
1174	Activation, NADPH Oxidase	Activation, NADPH Oxidase	Molecular
1175	Increase, Genes involved in fatty acid oxidation	Increase, Genes involved in fatty acid oxidation	Cellular
1176	Decreased, sodium conductance 2	Decreased, sodium conductance 2	Cellular
1177	Decreased, Ionotropic GABA receptor chloride channel conductance	Decreased, Ionotropic GABA receptor chloride channel conductance	Cellular
1178	Decreased, Chloride conductance	Decreased, Chloride conductance	
1179	Decreased, GABA release	Decreased, GABA release	Cellular
1180	Estrogen receptor activation, 	Estrogen receptor activation,	
1181	Activation, Estrogen receptor	Activation, Estrogen receptor	Molecular
1182	Increase, Cell Proliferation (Epithelial Cells)	Increase, Cell Proliferation (Epithelial Cells)	Cellular
1183	Decreased, Apoptosis (Epithelial Cells)	Decreased, Apoptosis (Epithelial Cells)	Cellular
1184	Dysfunction, Mitochondrial Dynamics	Dysfunction, Mitochondrial Dynamics	
1185	Mitochondrial Dysfunction, N/A	Mitochondrial Dysfunction, N/A	
1186	N/A, Mitochondrial Dysfunction 2	N/A, Mitochondrial Dysfunction 2	
1187	Increased, ER binding to DNA (classical pathway) 	Increased, ER binding to DNA (classical pathway)	Molecular
1188	Increased, ER binding to T.F. to DNA (non-classical pathway)	Increased, ER binding to T.F. to DNA (non-classical pathway)	Molecular
1189	Increased, Proliferation (Endothelial cells) 	Increased, Proliferation (Endothelial cells)	Cellular
1190	Increased, Migration (Endothelial Cells)	Increased, Migration (Endothelial Cells)	Cellular
1191	Increased, Non-genomic signaling	Increased, Non-genomic signaling	Cellular
1192	Increased, Ductal Hyperplasia 	Increased, Ductal Hyperplasia	Tissue
1193	N/A, Breast Cancer	N/A, Breast Cancer	Individual
1194	Increase, DNA damage	Increase, DNA Damage	Molecular
1195	modulation, Extracellular Matrix Composition 	modulation, Extracellular Matrix Composition	Cellular
1196	Increased, Invasion	Increased, Invasion	Cellular
1197	Activation, Fibroblasts	Activation, Fibroblasts	Cellular
1198	Activation, Macrophages	Activation, Macrophages	Cellular
1199	Binding of FK506 to FKBP12, 	Binding of FK506 to FKBP12,	
1200	Binding of FK506 to FKBP12, Formation	Binding of FK506 to FKBP12, Formation	
1201	Binding, Immunophilins	Binding, Immunophilins	Molecular
1202	Suppression, IL-2 and IL-4 production	Suppression, IL-2 and IL-4 production	Cellular
1203	Suppression, Suppression of production of cytotoxic T-cells	Suppression, Suppression of production of cytotoxic T-cells	Tissue
1204	Suppression, Suppression of T-cell dependent antibody production	Suppression, Suppression of T-cell dependent antibody production	Cellular
1205	Activation, Juvenile hormone receptor	Activation, Juvenile hormone receptor	Molecular
1206	Induction, Doublesex1 gene	Induction, Doublesex1 gene	Molecular
1207	Induction, Male traits formation in embryos	Induction, Male traits formation in embryos	
1208	Increased, Male offspring	Increased, Male offspring	Population
1209	Induction, Male reproductive tract	Induction, Male reproductive tract	Organ
1210	Alteration, Food-web structures	Alteration, Food-web structures	Population
1211	Altered, food-web structures	Altered, food-web structures	Population
1212	Reduced, Neuronal synaptic inhibition	Reduced, Neuronal synaptic inhibition	Cellular
1213	Increased, Angiogenesis	Increased, Angiogenesis	Cellular
1214	Altered gene expression specific to CAR activation, Hepatocytes	Altered gene expression specific to CAR activation, Hepatocytes	Cellular
1215	TRPA1 activation, TRPA1 Receptor	TRPA1 activation, TRPA1 Receptor	Molecular
1216	Influx of Ca2+, Excitation of trigeminal nerves	Influx of Ca2+, Excitation of trigeminal nerves	
1217	Sensory airway irritation, Excitation of trigeminal nerves	Sensory airway irritation, Excitation of trigeminal nerves	
1218	Opening of calcium channel, Calcium influx	Opening of calcium channel, Calcium influx	Cellular
1219	Release of Substance P (SP), Substance P increase in circulation	Release of Substance P (SP), Substance P increase in circulation	
1220	Excitation, Neuron nerve ending excitation	Excitation, Neuron nerve ending excitation	Tissue
1221	Cough, Dyspnea, Sneezing, Acute respiratory effect	Cough, Dyspnea, Sneezing, Acute respiratory effect	
1222	SP (Substance P) release, Local increase of SP	SP (Substance P) release, Local increase of SP	Cellular
1223	Trigeminal and/or vagal nerve excitation	Nerve excitation	Tissue
1224	Non-neuronal production of TNF, Epithelial irritation	Non-neuronal production of TNF, Epithelial irritation	Individual
1225	Immune system inflammation 	Leukocyte infiltration	Tissue
1226	Chronic Cough, Respiratory irritability	Chronic Cough, Respiratory irritability	Individual
1227	TRPA1 activation, Chemical covalent binding to sulfhydyl group on TRPA1 receptor protein/NEK293 fibroblast cells	TRPA1 activation, Chemical covalent binding to sulfhydyl group on TRPA1 receptor protein/NE	
1228	TRPA1 activation, Classic receptor binding / HEK 293 cells (fibroclast), cho cells (ovary), noncovalently linkked)	TRPA1 activation, Classic receptor binding / HEK 293 cells (fibroclast), cho cells (ovary),	
1229	TRPA1 activation, Chemical covalent binding to sulfhydyl group on TRPA1 receptor protein/ HEK293 fibroblast cells	TRPA1 activation, Chemical covalent binding to sulfhydyl group on TRPA1 receptor protein/ H	
1230	TRPV1 activation, TRPV1	TRPV1 activation, TRPV1	Molecular
1231	Oxidization of biomolecules, Lipid bilayer and cellular proteins	Oxidization of biomolecules, Lipid bilayer and cellular proteins	
1232	Production of nerve growth factor , 	Production of nerve growth factor ,	
1233	Production, Nerve growth factor	Production, Nerve growth factor	
1234	Production of nerve growth factor , Epithelial irritation	Production of nerve growth factor , Epithelial irritation	Tissue
1235	Non-neuronal production of IL-8/CXCL1, Epithelial irritation	Non-neuronal production of IL-8/CXCL1, Epithelial irritation	Tissue
1236	Generation of novel epitopes , Antigen presentation	Generation of novel epitopes , Antigen presentation	Cellular
1237	Sensitization, Immune system	Sensitization, Immune system	Individual
1238	Activation of oxidative stress pathway	Oxidation	Molecular
1239	Altered, Gene Expression	Altered, Gene Expression	Molecular
1240	Altered, Protein Production	Altered, Protein Production	Cellular
1241	Increased, Motility	Increased, Motility	Cellular
1242	Increased, Second Messenger Production	Increased, Second Messenger Production	Cellular
1243	Altered, Ca2+-calmodulin activated signal transduction	Altered, Ca2+-calmodulin activated signal transduction	Cellular
1244	Mucus hypersecretion, 	Mucus hypersecretion,	
1245	Mucus , Hypersecretion	Mucus , Hypersecretion	
1246	Lung function, Decrease	Lung function, Decrease	
1247	EGFR , PPAR-alpha activation	EGFR , PPAR-alpha activation	
1248	EGFR , Activation	EGFR , Activation	
1249	Oxidative Stress, 	Oxidative Stress,	
1250	Decrease, Lung function	Decrease, Lung function	Individual
1251	Chronic, Mucus hypersecretion	Chronic, Mucus hypersecretion	Tissue
1252	In-utero DNA topoisomerase II “poisons-	DNA topoisomerase II “poisons”	Molecular
1253	In utero MLL chromosomal translocation	MLL translocation	Cellular
1254	Infant leukaemia	IFL	Individual
1255	induced spawning	induced spawning	Individual
1256	increased mantel display	increased mantel display	Organ
1257	Induced parturition	Induced parturition	Individual
1258	Decompartmentalization	Decompartmentalization	Cellular
1259	narcosis	narcosis	Cellular
1260	Direct mitochondrial inhibition	Direct mitochondrial inhibition	Molecular
1261	Mitochondrial impairment	Mitochondrial impairment	Molecular
1262	Apoptosis	Apoptosis	Tissue
1263	Necrosis	Necrosis	Tissue
1264	Induction, Nuclear receptor E75b gene	Induction, E75b gene	Molecular
1265	Suppression, Fushi tarazu factor-1 gene	Suppression, Ftz-f1 gene	Molecular
1266	Reduction, Release of circulating crustacean cardioactive peptide	Reduction, Release of circulating CCAP	Tissue
1267	Reduction, Ecdysis motoneuron bursts	Reduction, Ecdysis motoneuron bursts	Tissue
1268	Reduction, Excitatory postsynaptic potential	Reduction, Excitatory postsynaptic potential	Tissue
1269	Increase, COX-2 expression	Increase, COX-2 expression	Molecular
1270	Inactivation of PPAR_	Inactivation of PPAR_	Molecular
1271	Activation of TGF-_ signaling	Activation of TGF-_ signaling	Cellular
1272	Differentiation of Myofibroblast	Differentiation of Myofibroblast	Cellular
1273	Expression of Collagen	Expression of Collagen	Cellular
1274	Production of _-smooth muscle actin	Production of _-smooth muscle actin	Cellular
1275	Collagen Deposition	Collagen Deposition	Tissue
1276	Lung fibrosis	Lung fibrosis	Organ
1277	Reproductive failure	Reproductive failure	Individual
1278	ROS formation	ROS formation	Molecular
1279	Increase, Oxidative Stress / Activation, PMK-1 P38 MAPK	Increase, Oxidative Stress / Activation, PMK-1 P38 MAPK	Cellular
1280	Activation, HIF-1	Activation, HIF-1	Cellular
1281	Increased, DNA Damage-Repair	Increased, DNA Damage-Repair	Cellular
1282	Activation, JAK/STAT pathway	Activation, JAK/STAT pathway	Cellular
1283	Activation, TGF-beta pathway	Activation, TGF-beta pathway	Cellular
1284	Up Regulation, SREBF2	Up Regulation, SREBF2	Cellular
1285	Up Regulation, Unsaturated fatty acid	Up Regulation, Unsaturated fatty acid	Cellular
1286	Down Regulation, GSS and GSTs gene	Down Regulation, GSS and GSTs gene	Cellular
1287	Glutathione synthesis	Glutathione synthesis	Cellular
1288	Activation, 3-hydroxy-3-methylglutaryl-CoA reductase gene	Activation, 3-hydroxy-3-methylglutaryl-CoA reductase gene	Cellular
1289	Perturbation of cholesterol	Perturbation of cholesterol	Cellular
1290	Glutathione homeostasis	Glutathione homeostasis	Cellular
1291	Hepatotoxicity	Hepatotoxicity	Cellular
1292	Activation, JNK	Activation, JNK	Cellular
1293	Activation, FOXO	Activation, FOXO	Cellular
1294	Inhibition, Wnt pathway	Inhibition, Wnt pathway	Cellular
1295	Defect of Embryogenesis	Defect of Embryogenesis	Tissue
1296	Increase, insulin	Increase, insulin	Molecular
1297	Activation, insulin receptor 	Activation, insulin receptor	Molecular
1298	Activation, mTORC2	Activation, mTORC2	Molecular
1299	Activation, AKT	Activation, AKT	Molecular
1300	Activation, mTORC1	Activation, mTORC1	Molecular
1301	Activation, SREBP-1	Activation, SREBP-1	Molecular
1302	Activation, L-FABP 	Activation, L-FABP	Molecular
1303	Activation, HSD17B4	Activation, HSD17B4	Molecular
1304	Activation, FXR	Activation, FXR	Molecular
1305	Increase, cytosolic fatty acid	Increase, cytosolic fatty acid	Molecular
1306	Increased, lipogenesis	Increased, lipogenesis	Molecular
1307	Inhibition, LXR	Inhibition, LXR	Molecular
1308	Inhibition, LRH-1	Inhibition, LRH-1	Molecular
1309	Activation, aPKC	Activation, aPKC	Molecular
1310	Activation, PI3K	Activation, PI3K	Molecular
1311	Inhibition, Steatosis	Inhibition, Steatosis	Organ
1312	Induction, fatty acid beta-oxidation	Induction, fatty acid beta-oxidation	Molecular
1313	Decrease, cytosolic fatty acid	Decrease, cytosolic fatty acid	Molecular
1314	Activation, LRH-1	Activation, LRH-1	Molecular
1315	Increase, Selective Serotonin Reuptake Inhibitors (SSRIs)	Increase, SSRIs	Molecular
1316	Inhibit, serotonin transporter activity	Inhibit, serotonin transporter activity	Molecular
1317	Decreased, serotonin transporter activity	Decreased, serotonin transporter activity	Molecular
1318	Decreased, extracellular sodium (Na+) 	Decreased, extracellular Na+	Molecular
1319	Decreased, extracellular chloride (Cl-)	Decreased, extracellular chloride (Cl-)	Molecular
1320	Increased, extracellular serotonin	Increased, extracellular serotonin	Molecular
1321	Increased, intracellular sodium (Na+)	Increased, intracellular sodium (Na+)	Molecular
1322	Increased, intracellular chloride (Cl-)	Increased, intracellular chloride (Cl-)	Molecular
1323	Decreased, intracellular serotonin	Decreased, intracellular serotonin	Molecular
1324	Decreased, packaged serotonin	Decreased, packaged serotonin	Molecular
1325	Decreased, synaptic release	Decreased, synaptic release	Molecular
1326	Increased, 5-HT3 (5-hydroxytryptamine)	Increased, 5-HT3	Molecular
1327	Decreased, seizure	Decreased, seizure	Individual
1328	Inactivated, 5-HTR (serotonin receptors)	Inactivated, 5-HTR	Molecular
1329	Reduce expression, BDNF (Brain-derived neurotrophic factor)	Reduce expression, BDNF	Molecular
1330	Decreased, neuroplasticity	Decreased, neuroplasticity	Molecular
1331	Inhibit, agitation	Inhibit, agitation	Individual
1332	Inhibit, depression	Inhibit, depression	Individual
1333	Increase, mental stress	Increase, mental stress	Individual
1334	Increase, cortisone	Increase, cortisone	Molecular
1335	Reduced, BDNF (Brain-derived neurotrophic factor)	Reduced, BDNF	Molecular
1336	Activation, 5-HT2A (Serotonin 2A)	Activation, 5-HT2A	Molecular
1337	Activate, PLC (Phospholipase C)	Activate, PLC	Molecular
1338	Increase, inositol triphosphate	Increase, inositol triphosphate	Molecular
1339	Increase, intracellular calcium	Increase, intracellular calcium	Cellular
1340	Activate, calmodulin	Activate, calmodulin	Molecular
1341	Increase, myosin light chain phosphorylation	Increase, myosin light chain phosphorylation	Molecular
1342	Increase, vascular smooth muscle contraction	Increase, vascular smooth muscle contraction	Molecular
1343	Increase, hypertension	Increase, hypertension	Individual
1344	Increased, seizure	Increased, seizure	Individual
1345	Increased, agitation	Increased, agitation	Molecular
1346	Increased, depression	Increased, depression	Individual
1347	Decreased, extracellular serotonin	Decreased, extracellular serotonin	Molecular
1348	Increase, seizure	Increase, seizure	Individual
1349	Activated, presynaptic neuron 1	Activated, presynaptic neuron 1	Molecular
1350	Increased, glutamate	Increased, glutamate	Molecular
1351	Activated, NMDA receptor	Activated, NMDA receptor	Molecular
1352	Activated, voltage-gated sodium channel	Activated, voltage-gated sodium channel	Molecular
1353	Inhibit, voltage-gated sodium channel	Inhibit, voltage-gated sodium channel	Molecular
1354	Treat, carbamazepine	Treat, carbamazepine	Molecular
1355	Activated, membrane depolarization	Activated, membrane depolarization	Cellular
1356	Inactive, membrane depolarization	Inactive, membrane depolarization	Molecular
1357	Increased, RDX dose	Increased, RDX dose	Molecular
1358	Repress, GABA-A receptor	Repress, GABA-A receptor	Molecular
1359	Activate, GABA-A receptor	Activate, GABA-A receptor	Molecular
1360	Activate, presynaptic neuron 2	Activate, presynaptic neuron 2	Molecular
1361	Increase, GABA	Increase, GABA	Molecular
1362	Increased, hippocampal hyperdepolarization	Increased, hippocampal hyperdepolarization	Molecular
1363	Increased, epilepsy	Increased, epilepsy	Individual
1364	Increase, Excessive reactive oxygen species generation	Increase, Excessive ROS generation	Molecular
1365	Increase, Apoptosis	Increase, Apoptosis	Cellular
1366	Decrease, Oogenesis	Decrease, Oogenesis	Cellular
1367	Inhibit, gastric ulcer formation	Inhibit, gastric ulcer formation	Organ
1368	Inhibition, PTGS-1 (Prostaglandin-endoperoxide synthase 1)	Inhibition, PTGS-1	Molecular
1369	Activation, PTGS-1 (Prostaglandin-endoperoxide synthase 1)	Activation, PTGS-1	Molecular
1370	Activation, PTGS-2 (Prostaglandin-endoperoxide synthase 2)	Activation, PTGS-2	Molecular
1371	Inhibition, PTGS-2 (Prostaglandin-endoperoxide synthase 2)	Inhibition, PTGS-2 (Prostaglandin-endoperoxide synthase 2)	Molecular
1372	Increase, bicarbonate 	Increase, bicarbonate	Molecular
1373	Increase, mucous	Increase, mucous	Molecular
1374	Increase, mucosal blood flow	Increase, mucosal blood flow	Tissue
1375	Increase, platelet aggregation	Increase, platelet aggregation	Tissue
1376	Increase, angiogenesis	Increase, angiogenesis	Tissue
1377	Decrease, leukocyte adherence	Decrease, leukocyte adherence	Tissue
1378	Increase, leukocyte adherence	Increase, leukocyte adherence	Tissue
1379	Activate, leukocyte 	Activate, leukocyte	Cellular
1380	Activate, mucosal defense	Activate, mucosal defense	Tissue
1381	Increase, surfactant	Increase, surfactant	Molecular
